Vételár;Vételár EUR;Évjárat;Állapot;Kivitel;Kilométeróra állása;Szállítható szem. száma;Ajtók száma;Saját tömeg;Teljes tömeg;Csomagtartó;Klíma fajtája;Üzemanyag;Hengerűrtartalom;Teljesítmény;Henger-elrendezés;Hajtás;Sebességváltó fajtája;Okmányok jellege;Műszaki vizsga érvényes;Nyári gumi méret;Leírás;Felszereltség;Cím;Helyiség;Kategória;Márka;Hirdetés feladása;Hirdetés leszedése;Évjárat év;Évjárat hónap;Teljesítmény(LE);Sebességváltó típus;Sebességváltó fokozat;Modellcsoport;Modell;Szín;Alvázszám;Finanszírozás;Kárpit színe (1);Kezdőrészlet;Futamidő;Kárpit színe (2);Egyéb költségek;Fizetendő magyarországi forgalomba helyezés esetén;Tető;Téli gumi méret;Hátsó nyári gumi méret;Hátsó téli gumi méret;Átvehető;Finanszírozás típusa CASCO-val;Futamidő CASCO nélkül;Garancia;Átrozsdásodási garancia;Futásidő;Finanszírozás típusa CASCO nélkül;Bérlési lehetőség;Havi részlet;Szavatossági garancia;Hirdetési idő(nap);Autó kora(nap);Műszaki még érvenyes(nap)
13122196;2199000.0;6811.0;2014.01.01;Kitűnő;Kombi;104000.0;5.0;5.0;1161.0;1670.0;;Manuálisklíma;Dízel;1461.0;55kW,75LE;Soros;Elsőkerék;Manuális(5fokozatú)sebességváltó;Érvényes magyar okmányokkal;2020.07.01;;FRISS MŰSZAKIVAL, 1150 KG-OS VONÓHOROGGAL, EURO 5-ÖS MOTORRAL! ELSŐ HÖLGY TULAJDONOSTÓL SZÁRMAZIK, VÉGIG VEZETETT SZERVIZKÖNYVVEL ÉS GYÁRI KULCSOKKAL RENDELKEZIK! BEVIZSGÁLTATHATÓ, LEINFORMÁLHATÓ! AMBIANCE KIVITEL! KLÍMA, SZERVO, ABS, ASR, ESP, 4xLÉGZSÁK, 2xEL. ABLAK, EL. FÉNYSZÓRÓ, FEDÉLZETI KOMPUTER, GYÁRI CD-LEJÁTSZÓ, MP3 LEJÁTSZÁS, AUX/USB CSATLAKOZÓ, BLUETOOTH, MULTIFUNKCIÓS KORMÁNY, ISOFIX, KIKAPCSOLHATÓ UTASOLDALI LÉGZSÁK, ECO-ÜZEMMÓD, TETŐSÍN, VONÓHOROG, ÁLLÍTHATÓ KORMÁNY ÉS ÜLÉSMAGASSÁG, CENTRÁLZÁR.;['állítható hátsó ülések', 'dönthető utasülések', 'ülésmagasság állítás', 'multifunkciós kormánykerék', 'ISOFIX rendszer', 'kikapcsolható légzsák', 'oldallégzsák', 'utasoldali légzsák', 'vezetőoldali légzsák', 'hátsó fejtámlák', 'állítható kormány', 'fedélzeti komputer', 'ABS (blokkolásgátló)', 'ASR (kipörgésgátló)', 'ESP (menetstabilizátor)', 'indításgátló (immobiliser)', 'centrálzár', 'szervokormány', 'részecskeszűrő', 'fényszóró magasságállítás', 'elektromos ablak elöl', 'fűthető tükör', 'színezett üveg', 'vonóhorog', 'defektjavító készlet', 'CD-s autórádió', 'bluetooth-os kihangosító', 'USB csatlakozó', 'AUX csatlakozó', 'MP3 lejátszás', 'autóbeszámítás lehetséges', 'első tulajdonostól', 'garázsban tartott', 'hölgy tulajdonostól', 'keveset futott', 'rendszeresen karbantartott', 'szervizkönyv', '20%-tól elvihető'];9028 Győr, Alsókert. u. 6. (Tatai úton) 96/414-511;Győr;Személyautó;DACIA;2018.07.18;;;;75.0;Manuális;5.0;Nincs;LOGAN;Ibolyakék;;20%-tólelvihető;Sötétszürke;;;Szürke;;;Lemeztető;;;;;;;;;;;;;;;-1660 days +05:28:37.661634000;713 days 05:28:37.653341000
13124880;2350000.0;7279.0;2013.03.01;Kitűnő;Várositerepjáró(crossover);222770.0;5.0;5.0;1350.0;1838.0;475liter;Manuálisklíma;Dízel;1461.0;66kW,90LE;Soros;Összkerék;Manuális(6fokozatú)sebességváltó;Érvényes magyar okmányokkal;2019.04.01;;Baumgartner Autócentrum Kft.-él végig vezetett szervizfüzet. A hirdetésben meg is tekinthető. Utolsó szerviz 2017-11-14-én 214095km-él és tartalmazta a vezérlés cserét.;['ülésmagasság állítás', 'kikapcsolható légzsák', 'oldallégzsák', 'utasoldali légzsák', 'vezetőoldali légzsák', 'hátsó fejtámlák', 'állítható kormány', 'pótkerék', 'ködlámpa', 'elektromos ablak elöl', 'színezett üveg', 'ABS (blokkolásgátló)', 'EBD/EBV (elektronikus fékerő-elosztó)', 'EDS (elektronikus differenciálzár)', 'indításgátló (immobiliser)', 'centrálzár', 'szervokormány', 'CD-s autórádió', 'bluetooth-os kihangosító', 'MP3 lejátszás', 'autóbeszámítás lehetséges', 'azonnal elvihető', 'első tulajdonostól', 'garázsban tartott', 'Magyarországon újonnan üzembe helyezett', 'nem dohányzó', 'rendszeresen karbantartott', 'szervizkönyv', '20%-tól elvihető'];Érd (2030) Fehérvári út 63-65.;;Személyautó;DACIA;2018.07.18;;;;90.0;Manuális;6.0;Nincs;DUSTER;Fehér;UU1HSDA0N48778391;20%-tólelvihető;;;;;;;Lemeztető;;;;;;;;;;;;;;;-1966 days +05:28:37.661634000;256 days 05:28:37.653341000
13125404;488000.0;1481.0;2005.03.01;Normál;Sedan;232000.0;5.0;4.0;1050.0;1535.0;510liter;Manuálisklíma;Benzin;1390.0;55kW,75LE;Soros;Elsőkerék;Manuális(5fokozatú)sebességváltó;Érvényes magyar okmányokkal;2019.03.01;185/65R15;Nincs;['pótkerék', 'színezett üveg', 'utasoldali légzsák', 'vezetőoldali légzsák', 'centrálzár', 'szervokormány', 'rádiós magnó', '4 hangszóró', 'első tulajdonostól', 'Magyarországon újonnan üzembe helyezett', 'nem dohányzó'];1149 BUDAPEST EGRESSY ÚT 17-21;;Személyautó;DACIA;2018.07.18;;;;75.0;Manuális;5.0;Nincs;LOGAN;Olajzöld(metál);;;;;;;;;;;;;;;;;;;;;;;;-4888 days +05:28:37.661634000;225 days 05:28:37.653341000
13127165;630000.0;1951.0;2007.02.01;Kitűnő;Sedan;200800.0;5.0;4.0;1050.0;1535.0;510liter;;Benzin;1390.0;55kW,75LE;Soros;Elsőkerék;Manuális(5fokozatú)sebességváltó;Érvényes magyar okmányokkal;2019.02.01;185/65R15;MAGYAR ORSZÁGI ELSŐ TULAJDONOS, VÉGIG VEZETETT SZERVIZKÖNYV! CSAK HOSSZÚ UTAKON JÁRTAK VELE NÉMETBE, NEM VOLT SÉRÜLVE, MEGBÍZHATÓ MOTORRAL!;['ülésmagasság állítás', 'középső kartámasz', 'vezetőoldali légzsák', 'állítható kormány', 'pótkerék', 'elektromos ablak elöl', 'elektromos tükör', 'színezett üveg', 'ABS (blokkolásgátló)', 'centrálzár', 'riasztó', 'szervokormány', 'CD-s autórádió', '4 hangszóró', 'első tulajdonostól', 'nem dohányzó', 'rendszeresen karbantartott', 'szervizkönyv'];4400 Nyíregyháza, Váci M. 9.;;Személyautó;DACIA;2018.07.18;;;;75.0;Manuális;5.0;Nincs;LOGAN;Ezüst(metál);;;;;;;;;;;;;;;;;;;;;;;;-4186 days +05:28:37.661634000;197 days 05:28:37.653341000
13127457;999000.0;3094.0;2007.07.01;Megkímélt;Sedan;93383.0;5.0;4.0;1050.0;1535.0;510liter;Manuálisklíma;Benzin;1390.0;55kW,75LE;Soros;Elsőkerék;Manuális(5fokozatú)sebességváltó;Érvényes magyar okmányokkal;2020.06.01;165/80R14;KLÍMA, 2 ELEKTROMOS ABLAK, ELEKTROMOS FŰTHETŐ TÜKÖR, FEDÉLZETI COMPUTER, ABS, SZERVÓ, 2 LÉGZSÁK, CD-S AUTÓRÁDIÓ, TÁVIRÁNYÍTÓS KÖZPONTI ZÁR, GYÁRI 2DB KULCS, KÖDLÁMPA, GONDOS ELSŐ TULAJDONOSTÓL, VÉGIG VEZETETT SZERVIZKÖNYV, TELJESEN LEKÖVETHETŐ GARANTÁLT KM! MEGKÍMÉLT SZÉP ÁLLAPOTBAN! ÖNERŐ: 199.000 Ft Tisztelt Ügyfeleink. Tiszteltettel kérjük önöket megtekintés elött minden képpen érdeklődni sziveskedjenek.;['dönthető utasülések', 'ülésmagasság állítás', 'utasoldali légzsák', 'vezetőoldali légzsák', 'hátsó fejtámlák', 'állítható kormány', 'fedélzeti komputer', 'pótkerék', 'ködlámpa', 'fényszóró magasságállítás', 'elektromos ablak elöl', 'elektromos tükör', 'fűthető tükör', 'színezett üveg', 'ABS (blokkolásgátló)', 'indításgátló (immobiliser)', 'centrálzár', 'riasztó', 'szervokormány', 'CD-s autórádió', '1 DIN', '4 hangszóró', 'autóbeszámítás lehetséges', 'első tulajdonostól', 'frissen szervizelt', 'garázsban tartott', 'keveset futott', 'nem dohányzó', 'rendszeresen karbantartott', 'szervizkönyv', '20%-tól elvihető'];6000 Kecskemét,Budai út a MOL benzinkúttal szemben;Kecskemét;Személyautó;DACIA;2018.07.18;;;;75.0;Manuális;5.0;Nincs;LOGAN;Kék;;20%-tólelvihető;Szürke;199000;;Fekete;;;;;;;;;;;;;;;;;;-4036 days +05:28:37.661634000;683 days 05:28:37.653341000
13127640;630000.0;1951.0;2006.02.01;Normál;Sedan;39000.0;5.0;4.0;1050.0;1535.0;510liter;;Benzin;1390.0;55kW,75LE;Soros;Elsőkerék;Manuális(5fokozatú)sebességváltó;Érvényes magyar okmányokkal;2020.02.01;165/80R14;Első tulajdonostól! Garantáltan sérülésmentes! rozsda mentes! Garázsban tartott Rendkívűl keveset használt, de rendszeresen karbantartott autó. 39.000km! Költségmentes autó;[];4400 Nyíregyháza Kállói út 104.;Nyíregyháza;Személyautó;DACIA;2018.07.18;;;;75.0;Manuális;5.0;Nincs;LOGAN;;;;;;;;;;;;;;;;;;;;;;;;;-4551 days +05:28:37.661634000;562 days 05:28:37.653341000
13128639;1595000.0;4941.0;2012.12.01;Normál;Várositerepjáró(crossover);256900.0;5.0;5.0;1205.0;1750.0;475liter;Manuálisklíma;LPG;1598.0;77kW,105LE;Soros;Elsőkerék;Manuális(5fokozatú)sebességváltó;Érvényes magyar okmányokkal;2018.12.01;215/65R16;GYÁRI GÁZZAL, FÓLIÁZOTT GÉPKOCSI, ALATTA FEHÉR SZINŰ, EURO 5-ÖS, SZERVIZTÖRTÉNET A DOKUMENTUMOKNÁL TALÁLHATÓ, MAGYARORSZÁGI ELSŐ FORGALOMBA HELYEZÉS, ELSŐ TULAJDONOSTÓL, VEZETETT SZERVIZKÖNYVES, GARANTÁLT KM-FUTÁSSAL, TÖRÉSMENTES, GYÁRI FÉNYEZÉSSEL, KLÍMA, CD-RÁDIÓ, MEGKÍMÉLT ÁLLAPOTBAN, VÁSÁROLJON MEGBÍZHATÓ FORRÁSBÓL, 15 ÉVE MŰKÖDŐ KERESKEDÉS, IGAZOLT SZERVIZMÚLTTAL RENDELKEZŐ AUTÓK! Az autó megtekintése előre egyeztetett időpontban.;['dönthető utasülések', 'ISOFIX rendszer', 'kikapcsolható légzsák', 'oldallégzsák', 'utasoldali légzsák', 'vezetőoldali légzsák', 'hátsó fejtámlák', 'állítható kormány', 'pótkerék', 'ködlámpa', 'fényszóró magasságállítás', 'elektromos ablak elöl', 'ABS (blokkolásgátló)', 'ASR (kipörgésgátló)', 'indításgátló (immobiliser)', 'centrálzár', 'szervokormány', 'CD-s autórádió', '6 hangszóró', 'autóbeszámítás lehetséges', 'azonnal elvihető', 'első tulajdonostól', 'Magyarországon újonnan üzembe helyezett', 'rendszeresen karbantartott', 'szervizkönyv', 'törzskönyv', '20%-tól elvihető'];2890.Tata.Dózsa György út 1/c;;Személyautó;DACIA;2018.07.18;;;;105.0;Manuális;5.0;Nincs;DUSTER;Fehér;UU1HSD8T548096567;20%-tólelvihető;;;;;;;;;;;;;;;;;;;;;;-2056 days +05:28:37.661634000;135 days 05:28:37.653341000
13129749;2289232.0;7091.0;2016.04.01;Megkímélt;Sedan;21000.0;5.0;4.0;974.0;1505.0;510liter;Manuálisklíma;Benzin;1149.0;54kW,73LE;Soros;Elsőkerék;Manuális(5fokozatú)sebességváltó;Érvényes magyar okmányokkal;;185/65R15;városi közlekedésre tökéletesen alkalmas családi autó. Nem igényel sok törödést. Csak megy, és megy, és megy. A gépkocsi megtekintése előtt kérjük, keressen bennünket telefonon időpont egyeztetés céljából. Köszönjük!;['dönthető utasülések', 'ISOFIX rendszer', 'kikapcsolható légzsák', 'oldallégzsák', 'utasoldali légzsák', 'vezetőoldali légzsák', 'sebességváltó zár', 'hátsó fejtámlák', 'állítható kormány', 'fedélzeti komputer', 'ABS (blokkolásgátló)', 'ESP (menetstabilizátor)', 'indításgátló (immobiliser)', 'centrálzár', 'riasztó', 'szervokormány', 'elektromos ablak elöl', 'elektromos tükör', 'színezett üveg', 'defektjavító készlet', 'CD-s autórádió', 'kihangosító', 'bluetooth-os kihangosító', 'USB csatlakozó', 'AUX csatlakozó', 'távirányító', 'autóbeszámítás lehetséges', 'azonnal elvihető', 'első tulajdonostól', 'keveset futott', 'nem dohányzó', 'rendszeresen karbantartott', 'szervizkönyv', 'törzskönyv', '20%-tól elvihető'];1106 Budapest Keresztúri út 90.;Budapest;Személyautó;DACIA;2018.07.18;;;;73.0;Manuális;5.0;Nincs;LOGAN;Fehér;;20%-tólelvihető;Fekete;;;;;;;;;;;;;;;;;;;;;-839 days +05:28:37.661634000;
13130610;647000.0;2004.0;2007.04.01;Kitűnő;Sedan;240000.0;5.0;4.0;1050.0;1535.0;510liter;Manuálisklíma;Benzin;1390.0;55kW,75LE;Soros;Elsőkerék;Manuális(5fokozatú)sebességváltó;Érvényes magyar okmányokkal;2020.04.01;165/80R14;NAGYON OLCSÓN! EXTRÁKKAL GAZDAGON FELSZERELT, NAGYON JÓ ÁLLAPOTÚ MEGBÍZHATÓ LOGAN ELADÓ. DIVATOS HÓFEHÉR SZÍN, NAGY CSOMAGTARTÓ, TÁGAS UTASTÉR. ROZSDA ÉS SÉRÜLÉSMENTES JÓ MOTORRAL, PRECÍZ VÁLTÓVAL, STABIL FUTÓMŰVEL. MEGTEKINTENI IDŐPONTEGYEZTETÉS UTÁN LEHET!;['pótkerék', 'fényszóró magasságállítás', 'elektromos ablak elöl', 'színezett üveg', 'ABS (blokkolásgátló)', 'indításgátló (immobiliser)', 'centrálzár', 'szervokormány', 'vezetőoldali légzsák', 'hátsó fejtámlák', 'állítható kormány', 'CD-s autórádió', '6 hangszóró', 'autóbeszámítás lehetséges', 'azonnal elvihető', 'garázsban tartott', 'Magyarországon újonnan üzembe helyezett', 'második tulajdonostól', 'nem dohányzó'];4032 Debrecen, Böszörményi út 199.;Debrecen;Személyautó;DACIA;2018.07.18;;;;75.0;Manuális;5.0;Nincs;LOGAN;Fehér;;;;;;;;;;;;;;;;;;;;;;;;-4127 days +05:28:37.661634000;622 days 05:28:37.653341000
13130780;350000.0;1084.0;2005.02.01;Normál;Sedan;114000.0;5.0;4.0;1050.0;1535.0;510liter;;Benzin;1390.0;55kW,75LE;Soros;Elsőkerék;Manuális(5fokozatú)sebességváltó;Érvényes magyar okmányokkal;2019.08.01;165/80R14;Második tulajdonostól eladó. 4 éve vettük, megbízhatóan működik, családi használatban volt, keveset futott.;['centrálzár', 'vonóhorog', 'CD-s autórádió', 'azonnal elvihető', 'keveset futott', 'nem dohányzó'];Miskolc (3535);Miskolc;Személyautó;DACIA;2018.07.18;;;;75.0;Manuális;5.0;Nincs;LOGAN;Piros;;;Szürke;;;;;;;165/80R14;;;;;;;;;;;;;;-4916 days +05:28:37.661634000;378 days 05:28:37.653341000
13130863;2850000.0;8828.0;2016.03.01;Normál;Várositerepjáró(crossover);118250.0;5.0;5.0;1280.0;1795.0;475liter;Manuálisklíma;Dízel;1461.0;80kW,109LE;Soros;Elsőkerék;Manuális(6fokozatú)sebességváltó;Érvényes magyar okmányokkal;2020.03.01;215/65R16;120.000 km-es nagy szerviz után, komplett vezérlés cserével! Júniusi átvétellel! Országos lefedettségű flottakezelő cégtől, garantált futásteljesítmény, számlával - elektronikus nyilvántartással igazolt szerviz -és karbantartási dokumentáció. ÁFA-s! A gépkocsi gyártási dátuma: 2015.11. hó, forgalomba helyezés 2016.03.23.;['ABS (blokkolásgátló)', 'ESP (menetstabilizátor)', 'szervokormány', 'ISOFIX rendszer', 'oldallégzsák', 'utasoldali légzsák', 'vezetőoldali légzsák', 'állítható kormány', 'fedélzeti komputer', 'ködlámpa', 'elektromos ablak elöl', 'színezett üveg', 'CD-s autórádió', 'bluetooth-os kihangosító', 'MP3 lejátszás', 'első tulajdonostól', 'frissen szervizelt', 'Magyarországon újonnan üzembe helyezett', 'nem dohányzó', 'rendszeresen karbantartott', 'szervizkönyv', 'törzskönyv'];Telefonon egyeztetett helyszínen;;Személyautó;DACIA;2018.07.18;;;;109.0;Manuális;6.0;Nincs;DUSTER;Ezüst(metál);;;;;;;;;;;;;;;;;;;;;;;;-870 days +05:28:37.661634000;591 days 05:28:37.653341000
13131774;1690000.0;5235.0;2012.04.01;Normál;Kombi;105257.0;7.0;5.0;1270.0;1810.0;198liter;Manuálisklíma;Benzin;1598.0;65kW,88LE;Soros;Elsőkerék;Manuális(5fokozatú)sebességváltó;Érvényes magyar okmányokkal;2020.07.01;185/65R15;Benzines családi azutót keres megfizethető áron, alacsony fenntartási költség mellett? Akkor ideális választás lehet a Renault technologiával szerelt MCV. A gépkocsi megtekintése előtt kérjük, keressen bennünket telefonon időpont egyeztetés céljából. Köszönjük!;['állítható hátsó ülések', 'dönthető utasülések', 'ISOFIX rendszer', 'oldallégzsák', 'utasoldali légzsák', 'vezetőoldali légzsák', 'hátsó fejtámlák', 'állítható kormány', 'fedélzeti komputer', 'pótkerék', 'elektromos ablak elöl', 'ABS (blokkolásgátló)', 'ESP (menetstabilizátor)', 'indításgátló (immobiliser)', 'centrálzár', 'szervokormány', 'CD-s autórádió', 'bluetooth-os kihangosító', 'USB csatlakozó', 'AUX csatlakozó', 'MP3 lejátszás', 'távirányító', '4 hangszóró', 'autóbeszámítás lehetséges', 'azonnal elvihető', 'frissen szervizelt', 'nem dohányzó', 'rendszeresen karbantartott', '20%-tól elvihető'];1106 Budapest Keresztúri út 90.;;Személyautó;DACIA;2018.07.18;;;;88.0;Manuális;5.0;Nincs;LOGAN;;;20%-tólelvihető;;;;;;;;;;;;;;;;;;;;;;-2300 days +05:28:37.661634000;713 days 05:28:37.653341000
13132355;1078000.0;3339.0;2007.05.01;Megkímélt;Kombi;291000.0;7.0;5.0;1245.0;1860.0;198liter;Manuálisklíma;Dízel;1461.0;50kW,68LE;Soros;Elsőkerék;Manuális(5fokozatú)sebességváltó;Érvényes magyar okmányokkal;2019.05.01;185/65R15;0 önerővel 3HAVI BANKSZÁMLA KIVONATTAL HITELRE IS ELVIHETŐ!;['állítható hátsó ülések', 'ülésmagasság állítás', 'utasoldali légzsák', 'vezetőoldali légzsák', 'hátsó fejtámlák', 'állítható kormány', 'ABS (blokkolásgátló)', 'indításgátló (immobiliser)', 'centrálzár', 'szervokormány', 'ködlámpa', 'xenon fényszóró', 'fényszóró magasságállítás', 'elektromos ablak elöl', 'elektromos ablak hátul', 'elektromos tükör', 'színezett üveg', 'CD-s autórádió', '4 hangszóró', 'autóbeszámítás lehetséges', 'azonnal elvihető', 'első tulajdonostól', 'frissen szervizelt', 'garázsban tartott', 'Magyarországon újonnan üzembe helyezett', 'rendszeresen karbantartott', 'törzskönyv', '0%-tól elvihető'];SZEKSZÁRD RÁKÓCZI U 156;;Személyautó;DACIA;2018.07.18;;;;68.0;Manuális;5.0;Nincs;LOGAN;Zöld;;0%-tólelvihető;Sötétszürke;;60hónap;;;;;;;;;;;;;;;;;;;-4097 days +05:28:37.661634000;286 days 05:28:37.653341000
13132596;849000.0;2834.0;2007.12.01;Kitűnő;Kombi;153000.0;7.0;5.0;1245.0;1860.0;198liter;Manuálisklíma;Dízel;1461.0;63kW,86LE;Soros;Elsőkerék;Manuális(5fokozatú)sebességváltó;Forgalomból ideiglenesen kivont, külföldi okmányokkal;;185/65R15;Eladó kis fogyasztású 7 személyes klímás Logan! Jó gumikkal, az autót friss műszaki vizsgával adjuk át! Névre írva: 1.080.000Ft. Kereskedésünk Bp-től 40 percre az M5-ös autópálya Kiskunfélegyháza déli lehajtótól 2 Km-re található Kiskunmajsa irányába. Autóbeszámítás és kedvező hitelügyintézés ill biztosításkötés a helyszínen megoldható. Valamint teljes körű okmányirodai ügyinézésben, külföldi gépjármű forgalomba helyezésben, eredtvizsgáztatásban, műszaki vizsgáztatásban, nem nálunk vásárolt jármű ugyintézésében is állunk rendelkezésére. Telephelyünkön lehetősége nyílik kedvező feltételek mellett bizományos értékesítésre. 15 évesnél fiatalabb autóinkra MAPFRE garancia igényelhető. A feltüntetett árak és adatok tájékoztató jellegűek. Nyitva tartás: H-P 9-17-ig, Sz 9-14-ig. Megtekintés előtt telefonos egyeztetés szükséges!;['plüss kárpit', 'ülésmagasság állítás', 'oldallégzsák', 'utasoldali légzsák', 'vezetőoldali légzsák', 'állítható kormány', 'fedélzeti komputer', 'pótkerék', 'ködlámpa', 'elektromos ablak elöl', 'elektromos ablak hátul', 'fűthető tükör', 'színezett üveg', 'ABS (blokkolásgátló)', 'centrálzár', 'szervokormány', '8 hangszóró', 'autóbeszámítás lehetséges', 'motorbeszámítás lehetséges'];Kiskunfélegyháza kővágóér      BP-TŐL 40-Perc;;Személyautó;DACIA;2018.07.18;;;;86.0;Manuális;5.0;Nincs;LOGAN;;;;;;;;Regisztrációsadó;915000;;;;;;;;;;;;;;;;-3883 days +05:28:37.661634000;
13133257;999999.0;3404.0;2007.08.01;Normál;Kombi;160111.0;5.0;5.0;1165.0;1740.0;700liter;Manuálisklíma;Benzin;1598.0;64kW,87LE;Soros;Elsőkerék;Manuális(5fokozatú)sebességváltó;Forgalomból ideiglenesen kivont, külföldi okmányokkal;;185/65R15;Nincs;['ABS (blokkolásgátló)', 'indításgátló (immobiliser)', 'centrálzár', 'szervokormány', 'ISOFIX rendszer', 'utasoldali légzsák', 'vezetőoldali légzsák', 'állítható kormány', 'fedélzeti komputer', 'ködlámpa', 'elektromos ablak elöl', 'elektromos tükör', 'fűthető tükör', 'CD-s autórádió', '4 hangszóró', 'autóbeszámítás lehetséges', 'első tulajdonostól', 'rendszeresen karbantartott', 'szervizkönyv'];Dunaújváros, Obival szemben, Móricz Zs. u.14.;;Személyautó;DACIA;2018.07.18;;;;87.0;Manuális;5.0;Nincs;LOGAN;Sötétszürke(metál);;;;;;;Regisztrációsadó;1099000;;;;;;;;;;;;;;;;-4005 days +05:28:37.661634000;
13135295;2590000.0;8023.0;2010.11.01;Újszerű;Várositerepjáró(crossover);124000.0;5.0;5.0;1294.0;1844.0;475liter;Manuálisklíma;Dízel;1461.0;82kW,111LE;Soros;Összkerék;Manuális(6fokozatú)sebességváltó;Érvényes magyar okmányokkal;;215/65R16;Nincs;['ülésmagasság állítás', 'középső kartámasz', 'ISOFIX rendszer', 'kikapcsolható légzsák', 'utasoldali légzsák', 'vezetőoldali légzsák', 'hátsó fejtámlák', 'állítható kormány', 'fedélzeti komputer', 'pótkerék', 'ködlámpa', 'elektromos ablak elöl', 'elektromos tükör', 'fűthető tükör', 'könnyűfém felni', 'színezett üveg', 'vonóhorog', 'ABS (blokkolásgátló)', 'ASR (kipörgésgátló)', 'indításgátló (immobiliser)', 'centrálzár', 'riasztó', 'szervokormány', 'rádió', 'rádiós magnó', 'CD-s autórádió', 'USB csatlakozó', 'AUX csatlakozó', 'MP3 lejátszás', 'WMA lejátszás', '8 hangszóró', 'HIFI', 'azonnal elvihető', 'frissen szervizelt', 'garázsban tartott', 'keveset futott', 'Magyarországon újonnan üzembe helyezett', 'nem dohányzó', 'rendszeresen karbantartott', 'szervizkönyv', 'törzskönyv'];Telefonon egyeztetett helyszínen;;Személyautó;DACIA;2018.07.18;;;;111.0;Manuális;6.0;Nincs;DUSTER;;;;;;;;;;;;;;;;;;;;;;;;;-2817 days +05:28:37.661634000;
13135611;1149000.0;3559.0;2008.10.01;Normál;Kombi;220000.0;5.0;5.0;1165.0;1740.0;700liter;Manuálisklíma;Benzin;1598.0;64kW,87LE;Soros;Elsőkerék;Manuális(5fokozatú)sebességváltó;Érvényes magyar okmányokkal;2018.12.01;185/65R15;/// AUTÓBEHOZATAL MEGRENDELÉSRE (Külföldről a rendszámig) /// EXPORT-IMPORT (Akár egyszerre több autót is) /// TELJES KÖRŰ ÜGYINTÉZÉS (Átírás, első forgalombahelyezés) /// AUTÓFELVÁSÁRLÁS AZONNAL KÉSZPÉNZÉRT (Akár hitellel terheltet is) /// HITELÜGYINTÉZÉS KEDVEZŐEN ÉS SZEMÉLYRE SZABVA (Akár 5%-tól ) /// AUTÓBÉRLÉS (Sport, luxus, teher- és személyszállítók /// TARTÓS BÉRLETI KONSTRUKCIÓK (Cégeknek, magánszemélyeknek, taxisoknak) /// AUTÓZÁLOG (Csak rendezett okmányokkal, tulajdonostól) /// NYITVATARTÁSUNK: HÉTFŐTŐL-PÉNTEKIG 09:00-17:00 SZOMBATON-VASÁRNAP 09:00-14:00 AUTÓÉRTÉKESÍTÉS: 06202825076 AUTÓFELVÁSÁRLÁS: 06703102222 HITELÜGYINTÉZÉS: 06205558864 A megjelent hirdetés tájékoztató jellegű, nem minősül ajánlattételnek. A megjelent hirdetésért felelősséget nem vállalunk.;['utasoldali légzsák', 'vezetőoldali légzsák', 'hátsó fejtámlák', 'fényszóró magasságállítás', 'elektromos ablak elöl', 'vonóhorog', 'centrálzár', 'szervokormány', 'CD-s autórádió', '6 hangszóró', 'autóbeszámítás lehetséges', 'rendszeresen karbantartott', '10%-tól elvihető'];FŐVÁROSI AUTÓPIAC, XIX. Budapest,Nagykőrösi út 162;;Személyautó;DACIA;2018.07.18;;;;87.0;Manuális;5.0;Nincs;LOGAN;Kék;;10%-tólelvihető;;115000;84hónap;;;;;;;;;;;;;;;;17305;;;-3578 days +05:28:37.661634000;135 days 05:28:37.653341000
